char01,char02,char03,char04,char05,char06,char07,char08,Valid
s,h,i,r,o, , , ,valid
x,b,q,p,g,o,w, ,invalid
l,a,m,p,p,o,s,t,valid
o,r,o, , , , , ,invalid
r,e,t,r,a,c,e,d,valid
f,o,l,b, , , , ,invalid
i,r,x,r, , , , ,invalid
h,m,l,j,m,r, , ,invalid
u,m,o,q, , , , ,invalid
n,u,a,t, , , , ,invalid
a,v,e,r,w,d,g, ,invalid
a,b,a,s,e, , , ,valid
r,e,l,a,x,a,n,t,valid
b,i,n,a,r,y, , ,valid
y,m,i, , , , , ,invalid
g,h,q,p,i,y, , ,invalid
w,l,a, , , , , ,invalid
c,o,m,e,d,i,c, ,valid
t,h,e,m,e,s, , ,valid
m,f,b,o,u, , , ,invalid
f,a,u,n,a,e, , ,valid
m,x,q,i,p,y,t, ,invalid
n,y,x,x,c,l,i, ,invalid
g,r,e,e,d,i,l,y,valid
b,m,f,c,w,a, , ,invalid
b,s,k,y,r,r, , ,invalid
e,e,j, , , , , ,invalid
j,a,c,k,a,l,s, ,valid
b,l,v,r,c,n, , ,invalid
r,p,o,v,f, , , ,invalid
q,r,h, , , , , ,invalid
v,j,m,i,k,k,b, ,invalid
i,x,x, , , , , ,invalid
c,a,r,e,s,s, , ,valid
h,o,m, , , , , ,invalid
p,a,u,n,c,h,e,s,valid
m,p,v,b, , , , ,invalid
m,a,b,a,h,n, , ,invalid
c,x,w,h,d,c,j, ,invalid
d,m,n,q,m,p,i, ,invalid
u,t,k,k,j, , , ,invalid
t,c,t,e,q,x, , ,invalid
c,y,m,b,a,l, , ,valid
q,h,e,n, , , , ,invalid
a,a,x,u,u,b, , ,invalid
u,m,x,w,u,y,a, ,invalid
d,i,c,t,u,m,s, ,valid
b,v,i,q, , , , ,invalid
l,e,a,f,i,e,r, ,valid
t,f,m,q,i,s, , ,invalid
f,o,a,l,s, , , ,valid
j,i,r,h,h,i, , ,invalid
g,y,q, , , , , ,invalid
k,e,q,p, , , , ,invalid
b,i,l,k,i,n,g, ,valid
d,e,n,o,t,e,s, ,valid
o,b,a, , , , , ,invalid
f,a,u, , , , , ,invalid
e,q,u,i,p,a,g,e,valid
k,s,k,a, , , , ,invalid
d,h,u,r,v, , , ,invalid
u,j,v,h,y,p, , ,invalid
r,e,f,u,e,l,s, ,valid
r,v,l, , , , , ,invalid
b,l,o,c,k,i,n,g,valid
a,v,o,w, , , , ,valid
t,c,d,f,l, , , ,invalid
r,a,n,t,e,d, , ,valid
s,e,e,d,i,n,g, ,valid
b,h,y,l, , , , ,invalid
x,h,t, , , , , ,invalid
b,u,m,b,l,e,d, ,valid
r,a,n,c,o,r, , ,valid
n,s,h,o, , , , ,invalid
r,a,d,i,a,n,c,e,valid
e,k,r, , , , , ,invalid
s,a,u,c,i,n,g, ,valid
a,e,i,q,y,i, , ,invalid
g,w,o,r, , , , ,invalid
o,w,i,n,w,s,n, ,invalid
b,t,e,d,p,l, , ,invalid
r,y,k,v,m,h,p, ,invalid
c,a,r,e,w,o,r,n,valid
m,m,t,e,u, , , ,invalid
r,t,n,l, , , , ,invalid
s,a,r,i, , , , ,valid
r,r,g,i,r,n,l, ,invalid
u,n,b,e,n,t, , ,valid
f,h,a,n, , , , ,invalid
t,o,k,i, , , , ,valid
o,n,d,b, , , , ,invalid
h,f,l,a, , , , ,invalid
o,b,q,t,f, , , ,invalid
u,s,h,g, , , , ,invalid
o,i,n,j,c,b, , ,invalid
y,q,h, , , , , ,invalid
r,e,d,w,o,o,d, ,valid
c,h,o,r,t,l,e, ,valid
f,w,a, , , , , ,invalid
h,d,a,n,e, , , ,invalid
i,u,v, , , , , ,invalid
q,t,o, , , , , ,invalid
p,m,o,r,x, , , ,invalid
x,y,r, , , , , ,invalid
m,a,r,g,r,q, , ,invalid
e,v,a,c,u,e,e,s,valid
o,h,d, , , , , ,invalid
a,b,k,x,s, , , ,invalid
n,t,o,h,l,c, , ,invalid
k,y,p, , , , , ,invalid
m,e,g,m,r, , , ,invalid
s,a,l,v,e,d, , ,valid
c,u,d,d,l,e,s, ,valid
d,g,g,n, , , , ,invalid
m,o,t,h,b,a,l,l,valid
j,o,i,n,e,r,s, ,valid
b,q,m,g,i,k,f, ,invalid
b,a,t,t,y, , , ,valid
n,k,n, , , , , ,invalid
n,b,b,l,c,f, , ,invalid
s,v,c,y,o, , , ,invalid
v,f,p, , , , , ,invalid
o,j,x,t,n,p,a, ,invalid
f,o,g,y, , , , ,valid
f,a,c,e,l,i,f,t,valid
t,i,o,e,u,k, , ,invalid
f,a,x, , , , , ,invalid
h,a,n,g,n,a,i,l,valid
s,w,a,n,s, , , ,valid
d,s,l, , , , , ,invalid
r,g,a,c,w,u, , ,invalid
j,m,v,m, , , , ,invalid
t,r,e,s,p,a,s,s,valid
m,m,y,i,p,e,n, ,invalid
q,n,d,c, , , , ,invalid
d,b,q, , , , , ,invalid
l,r,l,w,f,m,b, ,invalid
k,e,b,l, , , , ,invalid
c,b,h,c,h, , , ,invalid
p,i,g, , , , , ,invalid
l,r,r,c,v, , , ,invalid
f,p,v,g,b,u,f, ,invalid
o,q,h, , , , , ,invalid
i,c,n,y,p, , , ,invalid
j,p,j,u,e,g, , ,invalid
s,t,u,d,e,n,t,s,valid
f,u,v,r,n,n,d, ,invalid
b,h,m,q,n,o, , ,invalid
m,w,i,i,g,r,p, ,invalid
h,v,b,j, , , , ,invalid
b,a,b,w,o,a, , ,invalid
r,b,a,g,v, , , ,invalid
c,a,a,e,d, , , ,invalid
r,r,s,b,i,e,i, ,invalid
c,e,l,e,r,y, , ,valid
p,v,n,r,o,t, , ,invalid
s,t,l, , , , , ,invalid
a,c,h, , , , , ,invalid
c,o,s,m,e,t,i,c,valid
v,o,u,c,h, , , ,valid
e,j,n,q,t, , , ,invalid
b,a,c,k,w,a,s,h,valid
f,b,g,t,o,x,c, ,invalid
i,m,p,e,n,d,e,d,valid
k,t,k,p, , , , ,invalid
m,x,o,d,e,p, , ,invalid
a,e,n,d,t,t, , ,invalid
i,o,x, , , , , ,invalid
w,h,i,t,e, , , ,valid
q,m,f,k, , , , ,invalid
d,g,g,i, , , , ,invalid
u,o,p,p,o,i, , ,invalid
r,k,e,f,h,i,x, ,invalid
d,v,a, , , , , ,invalid
p,j,s,k,w,d,k, ,invalid
x,l,w,v,g,b,b, ,invalid
u,r,d,b,j,h, , ,invalid
c,o,o,l,n,e,s,s,valid
p,r,o,f, , , , ,valid
p,o,e,s,y, , , ,valid
o,c,m,h,o,o,v, ,invalid
d,a,z,z,l,e, , ,valid
n,g,v,g,g,s, , ,invalid
j,u,d,g,e,s, , ,valid
c,v,t,w,p,x, , ,invalid
b,u,s,b,o,y, , ,valid
q,b,c,d,g,w,e, ,invalid
i,b,i,s,e,s, , ,valid
d,i,z,z,i,e,d, ,valid
b,r,i,e,f,l,y, ,valid
j,j,f, , , , , ,invalid
i,w,d,b,i,v,s, ,invalid
r,e,v,i,v,i,f,y,valid
l,l,m,x, , , , ,invalid
u,m,v, , , , , ,invalid
m,d,a,a,t,v, , ,invalid
i,a,f,k,c, , , ,invalid
j,h,m,r,a,s, , ,invalid
n,q,t,x,q, , , ,invalid
m,o,d,e,r,n,s, ,valid
b,e,t,w,i,x,t, ,valid
g,l,u,t,t,o,n, ,valid
l,p,j,g,x,k, , ,invalid
m,o,c,u,e,p,s, ,invalid
n,i,p,s, , , , ,valid
t,q,o,x,x,p, , ,invalid
q,i,e,x,r,h, , ,invalid
u,d,y,u,w,h,t, ,invalid
p,k,w, , , , , ,invalid
w,a,x,e,n, , , ,valid
k,d,n,h, , , , ,invalid
b,x,r, , , , , ,invalid
v,l,h,d, , , , ,invalid
s,e,a,r,c,h,e,s,valid
b,e,c,k,o,n,e,d,valid
l,e,l,g,l,h, , ,invalid
t,m,p,i,o, , , ,invalid
r,j,e,i,s,n,j, ,invalid
t,w,i,l,i,g,h,t,valid
g,f,l,c,g, , , ,invalid
n,w,y,f, , , , ,invalid
p,l,u,n,k,i,n,g,valid
k,k,f,w,w,d,g, ,invalid
b,o,o, , , , , ,invalid
a,l,w,a,y,s, , ,valid
b,o,y,h,o,o,d,s,valid
i,q,q,g,r, , , ,invalid
p,a,c,e,s, , , ,valid
i,n,d,o,l,e,n,t,valid
h,i,l,f,o,w,k, ,invalid
y,d,h,a,j, , , ,invalid
f,l,o,p,s, , , ,valid
s,t,w,r,n,u,o, ,invalid
p,g,a, , , , , ,invalid
s,e,r,e,n,a,d,e,valid
a,j,r,u, , , , ,invalid
p,q,e,i,t,g, , ,invalid
q,u,v,l,k,b,r, ,invalid
n,i,e,c,e, , , ,valid
k,i,r,v,w,n,i, ,invalid
f,u,r,v,t,n, , ,invalid
p,e,a, , , , , ,valid
s,p,e,c,c,e,d, ,valid
g,k,p,d, , , , ,invalid
t,u,d,k,m, , , ,invalid
e,v,f, , , , , ,invalid
b,a,e,e, , , , ,invalid
x,w,h,q, , , , ,invalid
p,f,b,h,x,h, , ,invalid
p,a,x,h,n,i, , ,invalid
a,c,e,o,l,c,d, ,invalid
w,e,a,r,i,e,s,t,valid
v,u,l,h,j,o, , ,invalid
i,n,s,u,l,i,n, ,valid
l,b,u,c,f, , , ,invalid
t,e,x,t,u,r,e,s,valid
x,e,a,f,i,f, , ,invalid
j,i,v,k,v,l,n, ,invalid
c,l,u,m,s,i,l,y,valid
j,d,w,i,t,h, , ,invalid
a,n,t,e, , , , ,valid
e,s,p,o,u,s,a,l,valid
t,b,g,y, , , , ,invalid
c,x,c, , , , , ,invalid
b,l,e,a,k, , , ,valid
a,b,a,c,i, , , ,valid
b,o,b,b,e,d, , ,valid
m,a,i,n,t,a,i,n,valid
s,h,e,l,v,e, , ,valid
d,e,c,e,i,v,e,d,valid
k,n,e,a,d,i,n,g,valid
w,g,m, , , , , ,invalid
w,e,y,e,w, , , ,invalid
g,e,e,k,s, , , ,valid
u,w,q,i,a,f, , ,invalid
b,f,w,j,k,t,h, ,invalid
o,q,f,q,s,y,o, ,invalid
j,y,y,n,v,v, , ,invalid
p,u,f,f,b,a,l,l,valid
b,u,c,k,e,t,e,d,valid
s,a,x,r,s,j, , ,invalid
s,p,e,l,l,e,r,s,valid
s,t,y,l,i,s,h, ,valid
o,c,t,i,k,d, , ,invalid
u,e,o,m, , , , ,invalid
s,t,u,b,b,i,n,g,valid
o,o,l,v, , , , ,invalid
g,i,q, , , , , ,invalid
v,n,n,d,i, , , ,invalid
d,x,s, , , , , ,invalid
s,h,i,k,a,r,u, ,valid
r,e,l,i,v,e,s, ,valid
u,t,m,n,s,t, , ,invalid
w,k,w,u,u, , , ,invalid
h,o,a,k,i,y, , ,invalid
c,o,m,a,s, , , ,valid
i,y,p, , , , , ,invalid
r,x,m,p, , , , ,invalid
m,a,n,f,u,l,l,y,valid
u,x,m, , , , , ,invalid
r,a,d,i,a,t,e,s,valid
u,n,u,s,u,a,l, ,valid
e,m,p,o,w,e,r,s,valid
q,e,b,s,p,k, , ,invalid
g,n,g,t,p, , , ,invalid
m,a,r,k,e,t,e,d,valid
k,w,n,y,t, , , ,invalid
y,c,a,n, , , , ,invalid
s,t,a,c,k,i,n,g,valid
t,l,o,f,d,o,x, ,invalid
m,a,n,t,r,a, , ,valid
l,w,x,v,g, , , ,invalid
w,v,l,x, , , , ,invalid
l,p,u, , , , , ,invalid
g,f,n,q,r, , , ,invalid
c,x,g,b,y, , , ,invalid
s,o,v,i,e,t, , ,valid
b,n,t, , , , , ,invalid
p,a,r,t,e,r,r,e,valid
n,j,t,f,q,s,h, ,invalid
b,l,w,i,h,h,k, ,invalid
l,e,d,f,j, , , ,invalid
h,l,m,h, , , , ,invalid
v,m,d, , , , , ,invalid
y,v,j, , , , , ,invalid
b,m,b, , , , , ,invalid
x,y,k,d,j,e, , ,invalid
l,f,e, , , , , ,invalid
t,a,o,s,d,v,m, ,invalid
f,v,b,i,y, , , ,invalid
q,o,s,a,x, , , ,invalid
t,p,o, , , , , ,invalid
r,b,b,o,p, , , ,invalid
i,o,v,w,v,a,e, ,invalid
p,r,o,f,a,n,e,s,valid
k,l,u,d,e,n, , ,invalid
m,e,r,i,t,e,d, ,valid
b,w,g,t,a,b,q, ,invalid
c,y,a,n,i,d,e, ,valid
s,x,p,t, , , , ,invalid
n,k,s,t,d, , , ,invalid
b,l,o,w,u,p,s, ,valid
e,y,t,g,a, , , ,invalid
s,l,o,t,t,e,d, ,valid
d,a,v,i,t,s, , ,valid
s,h,v,k, , , , ,invalid
s,o,r,c,e,r,y, ,valid
v,a,c,a,n,c,y, ,valid
r,e,s,t,r,i,c,t,valid
h,y,b,m,h,o,g, ,invalid
i,j,t,u, , , , ,invalid
a,k,w,p, , , , ,invalid
q,b,p,m,i, , , ,invalid
o,a,t,n,m,q, , ,invalid
n,v,m,k, , , , ,invalid
d,e,s,c,r,i,e,d,valid
x,f,j,a,m, , , ,invalid
c,r,u,m,b,i,e,r,valid
h,t,x, , , , , ,invalid
e,y,e,f,u,l,s, ,valid
k,w,x,e,j,q, , ,invalid
u,c,o, , , , , ,invalid
e,n,t,i,c,e, , ,valid
b,r,i,b,e,d, , ,valid
l,c,e,c,n,x, , ,invalid
n,t,p, , , , , ,invalid
f,v,v, , , , , ,invalid
f,u,s,t,i,e,r, ,valid
f,c,h,c,v,w, , ,invalid
q,u,t,t,p,a,j, ,invalid
r,s,e,t,e, , , ,invalid
f,l,e,c,k,e,d, ,valid
i,v,o,r,i,e,s, ,valid
r,v,m,v, , , , ,invalid
y,a,y,a, , , , ,invalid
i,k,b, , , , , ,invalid
l,m,j,q, , , , ,invalid
a,e,q,t,n,k, , ,invalid
b,u,t,t,e,r,s, ,valid
t,v,b,i,u, , , ,invalid
p,p,n, , , , , ,invalid
s,a,t,i,s,f,y, ,valid
h,e,w,n, , , , ,valid
w,e,l,k,i,n, , ,valid
k,r,e,g, , , , ,invalid
r,a,f,d, , , , ,invalid
e,m,b,o,d,i,e,s,valid
e,x,p,u,n,g,e,s,valid
s,i,d,e,w,a,l,l,valid
o,b,y,x,p,m,u, ,invalid
o,i,h,f,f,y, , ,invalid
l,u,d,i,i,j,g, ,invalid
p,i,e,c,e,s, , ,valid
n,s,u,w, , , , ,invalid
g,v,h, , , , , ,invalid
f,t,m,i,j, , , ,invalid
c,a,r,e,s,s,e,s,valid
v,d,o,f,g,q, , ,invalid
k,l,j,u,d,v, , ,invalid
f,i,n, , , , , ,invalid
o,j,g,o,b,e, , ,invalid
m,e,l,o,d,i,e,s,valid
n,n,s,b,y,a, , ,invalid
d,m,a,u,l,c,n, ,invalid
y,l,s,g, , , , ,invalid
c,x,o, , , , , ,invalid
d,n,t,w,x,v, , ,invalid
s,u,w,j,a,a, , ,invalid
f,l,a,r,e,s, , ,valid
l,a,t,t,i,c,e, ,valid
g,r,e,e,n,e,s,t,valid
g,o,l,f,e,r, , ,valid
i,c,e,b,o,x,e,s,valid
t,m,l,e,a, , , ,invalid
c,o,j,f,n,y,c, ,invalid
n,e,e,d,i,n,g, ,valid
w,a,s,t,e,r, , ,valid
m,d,r,i,a,o, , ,invalid
g,d,a, , , , , ,invalid
f,b,b, , , , , ,invalid
p,o,t,h,o,l,e, ,valid
o,f,t,x, , , , ,invalid
s,u,p,p,e,r,s, ,valid
s,o,p,p,i,n,g, ,valid
l,v,g,a,s,m,w, ,invalid
c,s,j,a, , , , ,invalid
c,o,t,a,i,x, , ,invalid
s,c,a,l,p,s, , ,valid
x,m,e,c,g,w,j, ,invalid
m,u,v,w,o,h,f, ,invalid
j,y,c,y, , , , ,invalid
y,g,u,t,a,f, , ,invalid
s,e,m, , , , , ,invalid
u,m,u, , , , , ,valid
p,r,o,p,e,l,s, ,valid
l,u,b,j, , , , ,invalid
g,e,r,b, , , , ,invalid
v,n,x, , , , , ,invalid
a,p,i,q,y,k, , ,invalid
r,i,g,h,t,i,n,g,valid
r,u,c,v, , , , ,invalid
p,c,r,b,a, , , ,invalid
b,t,s,w,v,e,n, ,invalid
k,h,c, , , , , ,invalid
v,i,q,l,d, , , ,invalid
n,a,e, , , , , ,invalid
l,y,c,h,e,e, , ,valid
r,e,o,c,c,u,p,y,valid
p,r,d,n,t, , , ,invalid
a,d,e, , , , , ,invalid
p,h,o,s,p,h,o,r,valid
p,r,a,n,c,e,r,s,valid
r,f,y,c,v, , , ,invalid
f,e,a,s,i,b,l,y,valid
m,i,l,e,s, , , ,valid
k,g,t,b,v,b,u, ,invalid
g,l,j,n,i,g,d, ,invalid
u,n,m,a,s,k, , ,valid
w,y,u,m,o, , , ,invalid
j,u,g,u, , , , ,invalid
c,o,a,t,j,c, , ,invalid
q,t,i,x,d,j,f, ,invalid
m,u,g, , , , , ,valid
s,k,c,k,o, , , ,invalid
c,a,s,e,l,o,a,d,valid
t,w,e,a,k,i,n,g,valid
y,v,x,i,j, , , ,invalid
u,n,s,u,b,t,l,e,valid
w,s,m,w,l, , , ,invalid
f,h,e,l,y,o, , ,invalid
h,y,l,l, , , , ,invalid
j,n,m,q,w,r, , ,invalid
d,x,a, , , , , ,invalid
h,i,r,a,g,a,n,a,valid
y,k,p,s,a, , , ,invalid
c,n,n,l,n,i, , ,invalid
b,t,n,c,m, , , ,invalid
y,g,t, , , , , ,invalid
t,h,y,m,u,s, , ,valid
r,v,o,y, , , , ,invalid
i,j,d, , , , , ,invalid
s,u,r,f,s, , , ,valid
o,y,v,c,v,t, , ,invalid
u,b,n,w,o,q, , ,invalid
e,k,l,o,s,i,q, ,invalid
d,o,t,c,t,g, , ,invalid
n,l,t,g,b, , , ,invalid
l,a,c, , , , , ,invalid
g,m,y,v,w, , , ,invalid
m,b,q,d,v, , , ,invalid
e,a,y,j,x,d, , ,invalid
d,k,r,q,l,s,s, ,invalid
g,j,n,i,y,v,u, ,invalid
k,q,m,b,d, , , ,invalid
r,v,s,r, , , , ,invalid
j,l,j, , , , , ,invalid
d,y,c,c,f,y, , ,invalid
m,e,e,t,o,r,u, ,valid
j,x,t, , , , , ,invalid
j,o,b,b,e,r,s, ,valid
s,h,i,m, , , , ,valid
f,l,o,l,d,f, , ,invalid
o,q,d,g,e,f,s, ,invalid
w,e,c,e, , , , ,invalid
l,k,b, , , , , ,invalid
h,j,q,p,x, , , ,invalid
u,u,g,s,e, , , ,invalid
m,d,k,j,q,g, , ,invalid
p,l,a,n,e,d, , ,valid
w,e,a,l,s, , , ,valid
x,d,x,e,l, , , ,invalid
m,u,k,v,j, , , ,invalid
s,b,p,j, , , , ,invalid
q,b,w,t, , , , ,invalid
t,a,b,l,e,a,u,x,valid
n,t,r,u,u, , , ,invalid
q,b,b,d,i,u, , ,invalid
g,o,k,d, , , , ,invalid
k,y,x,u,g,o, , ,invalid
m,y,d,l, , , , ,invalid
e,q,u,a,b,l,e, ,valid
l,a,n,g, , , , ,invalid
b,j,d,t, , , , ,invalid
f,f,p,m,u, , , ,invalid
m,u,n,t,t, , , ,invalid
s,a,t,i,n,y, , ,valid
m,u,m, , , , , ,valid
b,c,c,j,n,f,c, ,invalid
d,w,o,s,t,k,h, ,invalid
c,y,b,m,w,x,u, ,invalid
r,y,x,a, , , , ,invalid
s,u,e,s, , , , ,valid
s,t,e,r,n,e,s,t,valid
b,l,u,n,t,e,d, ,valid
s,c,e,n,t,e,d, ,valid
x,c,i,a, , , , ,invalid
s,d,j,d,k, , , ,invalid
f,l,r,b, , , , ,invalid
b,a,p,t,i,z,e,s,valid
g,k,u,w,o,e,e, ,invalid
n,p,c,x,r,s,e, ,invalid
v,d,v,r,r,c,i, ,invalid
l,x,e,e,t,a,j, ,invalid
j,m,n, , , , , ,invalid
w,l,a,v,v,n, , ,invalid
b,m,r,s,u,k, , ,invalid
m,o,a,n,s, , , ,valid
s,k,q,y,m,x, , ,invalid
j,e,w,e,l,l,e,r,valid
f,r,e,e,z,e,s, ,valid
l,g,h,o,h, , , ,invalid
l,e,s,s,o,n,s, ,valid
j,u,n,t,a, , , ,valid
h,a,n,d,b,i,l,l,valid
h,v,g,o,o,g,w, ,invalid
a,o,n,i,i, , , ,invalid
k,p,g,f, , , , ,invalid
j,u,l,l,p,x, , ,invalid
h,a,y,s,t,a,c,k,valid
l,r,k, , , , , ,invalid
y,j,b,r, , , , ,invalid
d,c,w,l,p,u, , ,invalid
s,h,a,k,i,n,g, ,valid
t,r,u,i,n,g, , ,valid
h,n,a,q, , , , ,invalid
c,r,b,p,d,g, , ,invalid
s,t,o,m,p,s, , ,valid
g,g,o, , , , , ,invalid
b,b,s,p,i, , , ,invalid
w,a,e, , , , , ,invalid
l,y,c,s,g, , , ,invalid
m,x,u,d,s, , , ,invalid
u,u,c,l,w,g, , ,invalid
h,m,u,q,h, , , ,invalid
t,e,t,a,n,u,s, ,valid
b,h,y, , , , , ,invalid
o,u,n,c,e, , , ,valid
s,p,e,c,i,o,u,s,valid
n,x,y,g,c,v,m, ,invalid
g,p,s, , , , , ,invalid
o,j,k,j,b, , , ,invalid
w,i,t,c,h, , , ,valid
s,a,l,o,o,n,s, ,valid
j,r,l,w,q,e, , ,invalid
f,u,v,w,e, , , ,invalid
a,l,f,g,s,f, , ,invalid
t,o,i,w,h,h, , ,invalid
n,p,g, , , , , ,invalid
c,a,m,b,e,r,s, ,valid
r,e,i,s, , , , ,valid
v,d,p,d,t, , , ,invalid
h,i,v,e, , , , ,valid
u,t,k, , , , , ,invalid
u,y,x,t, , , , ,invalid
u,n,d,m,w,t, , ,invalid
t,w,e,e,z,e,r,s,valid
r,u,f,f,i,a,n, ,valid
c,b,i,u, , , , ,invalid
c,o,i,t,a,l, , ,valid
x,p,v,y,r,g,k, ,invalid
e,n,j,i,n,i,a, ,valid
j,p,x, , , , , ,invalid
c,o,o, , , , , ,invalid
w,q,c,g,m,l, , ,invalid
p,j,u,b,c, , , ,invalid
v,o,m,s,w, , , ,invalid
i,l,d,l,c, , , ,invalid
t,r,u,c,k,l,e,s,valid
b,c,i, , , , , ,invalid
p,g,q, , , , , ,invalid
k,v,n,b,s,m,o, ,invalid
q,u,g,r,x, , , ,invalid
g,l,a,c,i,e,r, ,valid
r,o,u,t,e,i,n,g,valid
b,g,m,r, , , , ,invalid
y,j,f,p, , , , ,invalid
j,u,f,p,v,d,l, ,invalid
h,y,d,r,a, , , ,valid
p,v,u,o,s, , , ,invalid
n,u,d,u,y,w,t, ,invalid
w,d,x,q,s,x, , ,invalid
q,p,l,p,p,t,q, ,invalid
m,f,n,u,b, , , ,invalid
k,u,o,r,s, , , ,invalid
r,k,v,n,y, , , ,invalid
i,l,f,y,d, , , ,invalid
c,c,l,b, , , , ,invalid
g,l,t,v, , , , ,invalid
v,h,y,q,j, , , ,invalid
l,h,v,q,o,s, , ,invalid
o,i,r,u,d,s,d, ,invalid
p,r,i,e,s,t, , ,valid
d,u,l,c,e,t, , ,valid
b,h,x,t,s,c,s, ,invalid
s,p,u,d, , , , ,valid
b,a,r,n,s, , , ,valid
g,h,y,e,q,x, , ,invalid
g,s,n,w,e,b, , ,invalid
g,k,w,i,r, , , ,invalid
h,i,l,t,s, , , ,valid
r,e,a,r,s, , , ,valid
t,u,x,y, , , , ,invalid
b,s,j, , , , , ,invalid
c,r,e,o,l,e,s, ,valid
k,x,r,r, , , , ,invalid
n,r,o,v,p,k,s, ,invalid
j,a,a,a,b,f, , ,invalid
m,i,n,i,m,a, , ,valid
k,n,o,b,b,y, , ,valid
x,q,j,s,f,t,a, ,invalid
i,m,d,n, , , , ,invalid
e,v,s,x,t,x, , ,invalid
m,o,l,t,s, , , ,valid
s,a,k,a,n,a, , ,valid
k,o,w,s, , , , ,invalid
n,b,j,h,r,h,e, ,invalid
h,n,x, , , , , ,invalid
a,c,h,i,r,a, , ,valid
n,d,h,f,s,v, , ,invalid
a,l,k,o,x,q,d, ,invalid
s,h,a,g,g,e,d, ,valid
k,m,c,w,u, , , ,invalid
a,b,r,x, , , , ,invalid
h,r,s,w,w,g,u, ,invalid
e,v,e,n,s, , , ,valid
o,a,o,k,s,i,y, ,invalid
h,o,a,x,e,r,s, ,valid
l,t,s,p,y, , , ,invalid
o,x,u,r, , , , ,invalid
l,e,a,k,i,n,g, ,valid
p,l,e,a,s,e,d, ,valid
m,o,r,b,i,d, , ,valid
r,o,v,e,r,s, , ,valid
g,a,s,e,s, , , ,valid
j,w,p,b,v,b, , ,invalid
b,l,a,d,d,e,r,s,valid
k,h,e,j,d,s,i, ,invalid
m,j,j,k,h, , , ,invalid
a,v,i,a,t,i,o,n,valid
g,y,c, , , , , ,invalid
m,d,a,s, , , , ,invalid
b,u,d,g,i,e,s, ,valid
c,l,a,s,p, , , ,valid
r,a,y,s, , , , ,valid
l,n,f,v,p, , , ,invalid
q,x,v,d,p,d, , ,invalid
s,x,a, , , , , ,invalid
s,w,i,g, , , , ,valid
p,j,b,l,u, , , ,invalid
e,p,e,y, , , , ,invalid
r,i,v,a,l,l,e,d,valid
e,x,p,o,s,e, , ,valid
b,r,a,i,n, , , ,valid
d,i,s,c,i,p,l,e,valid
g,a,y, , , , , ,invalid
a,i,n,g,n,e,m, ,invalid
b,e,a,s,t,l,y, ,valid
l,i,c,k,e,d, , ,valid
s,o,p,h, , , , ,invalid
b,o,u,n,d,i,n,g,valid
g,p,s,u, , , , ,invalid
j,s,u,u,e, , , ,invalid
e,a,y,a,s,b,a, ,invalid
c,a,s,s,i,a,s, ,valid
s,q,w, , , , , ,invalid
f,a,m,i,s,h, , ,valid
m,t,o, , , , , ,invalid
w,l,r,d, , , , ,invalid
x,n,p,t, , , , ,invalid
g,a,u,z,i,e,s,t,valid
q,k,o,t,x, , , ,invalid
g,j,f, , , , , ,invalid
c,x,w,b, , , , ,invalid
o,l,x,k,s,u,a, ,invalid
j,f,b,t,y, , , ,invalid
q,d,d,t,v,i,c, ,invalid
l,y,d,m,r,u,t, ,invalid
f,i,r,m,e,d, , ,valid
l,a,w,y,e,r, , ,valid
r,r,q,f,y, , , ,invalid
j,p,n,w,m,q,o, ,invalid
m,l,k, , , , , ,invalid
e,n,c,a,s,e,d, ,valid
t,e,o,i,q,h, , ,invalid
w,g,e,u,x,x,o, ,invalid
y,c,d,u,p,n, , ,invalid
v,i,m,u,q,r, , ,invalid
l,a,c,q,u,e,r, ,valid
k,c,n,b,c,w, , ,invalid
o,y,b,m,g,g, , ,invalid
e,a,t, , , , , ,valid
d,x,t,f,o, , , ,invalid
b,s,p,g, , , , ,invalid
y,m,l,e,w,y, , ,invalid
g,a,m,f,y,t, , ,invalid
y,b,n,i, , , , ,invalid
s,n,i,t,c,h,e,d,valid
v,s,q,r,x,j,t, ,invalid
m,a,t,c,h,e,d, ,valid
o,q,k,n, , , , ,invalid
c,g,y,o,b, , , ,invalid
i,o,a,s,g, , , ,invalid
e,n,u,i,n,c,m, ,invalid
g,e,w,g,a,w,s, ,valid
f,i,n,e,l,y, , ,valid
v,c,u,m,a,x,r, ,invalid
w,c,e, , , , , ,invalid
a,r,o,r,r,t,n, ,invalid
d,i,v,e,r,g,e,d,valid
f,t,w,t,k,q,v, ,invalid
t,h,r,a,l,l,s, ,valid
n,c,x,t,j,l, , ,invalid
t,d,n, , , , , ,invalid
d,e,a,l, , , , ,valid
p,m,e, , , , , ,invalid
d,e,m,o,t,i,n,g,valid
t,i,e,r,s, , , ,valid
b,a,s,s,e,s, , ,valid
t,h,w,v, , , , ,invalid
a,v,i,d,l,y, , ,valid
c,m,l,j,g,k,q, ,invalid
r,a,d,i,o, , , ,valid
c,a,b,b,y, , , ,valid
v,a,r,l,g,x,n, ,invalid
e,c,c, , , , , ,invalid
b,a,n,d,i,e,s,t,valid
h,n,h, , , , , ,invalid
n,p,m,p,i,e, , ,invalid
s,t,u,d,d,i,n,g,valid
s,c,p,k,o,n, , ,invalid
t,e,a,c,h,i,n,g,valid
