char01,char02,char03,char04,char05,char06,char07,char08,Valid
g,e,e,n, , , , ,invalid
o,c,n,y,h,o,m, ,invalid
w,t,l,x,i,p, , ,invalid
e,m,e,n,d,i,n,g,valid
r,f,a,v, , , , ,invalid
h,o,r,s,e,s, , ,valid
h,o,l,l,o,w, , ,valid
s,h,f,l,n,q,j, ,invalid
i,p,q,t, , , , ,invalid
q,i,y, , , , , ,invalid
y,a,w,e,d, , , ,valid
c,y,n,i,c,i,s,m,valid
o,d,c,u,l,x, , ,invalid
j,g,i,a,u,y, , ,invalid
r,e,p,r,i,z,e,d,valid
q,k,f,n,w,d, , ,invalid
c,a,r,e,s,s,e,d,valid
j,b,d,e, , , , ,invalid
d,e,a,c,o,n, , ,valid
h,e,p,p,e,s,t, ,valid
d,i,f,f,u,s,e, ,valid
j,f,a,e,p, , , ,invalid
t,r,a,c,k, , , ,valid
x,w,w, , , , , ,invalid
f,j,j,o,g, , , ,invalid
k,g,l,a,m, , , ,invalid
b,a,b,o,o,n,s, ,valid
r,l,c,p,t,o,x, ,invalid
e,r,o, , , , , ,invalid
s,a,l,t,y, , , ,valid
a,c,c,i,d,e,n,t,valid
h,o,s,t,e,l,e,r,valid
k,r,s,e,h,f, , ,invalid
t,i,n,g,i,n,g, ,valid
r,e,v,i,v,i,n,g,valid
l,n,y, , , , , ,invalid
v,h,p,a, , , , ,invalid
a,r,m,e,j, , , ,invalid
c,p,v,q,n,p,w, ,invalid
i,w,n,j,h,a, , ,invalid
m,x,r, , , , , ,invalid
f,e,p,x,h, , , ,invalid
u,m,s,b,o,s,w, ,invalid
a,l,t,e,r,i,n,g,valid
g,m,l,d,y, , , ,invalid
d,a,m,s,o,n, , ,valid
a,t,t,e,s,t, , ,valid
m,a,n,g,y, , , ,valid
a,c,y,a,v,e,y, ,invalid
b,h,b,t, , , , ,invalid
p,j,h,r, , , , ,invalid
r,e,o,l, , , , ,invalid
w,d,y,v, , , , ,invalid
c,a,c,h,e,s, , ,valid
f,l,e,e,s, , , ,valid
p,r,e,m,i,e,r, ,valid
h,w,a,w,f, , , ,invalid
s,h,o,w,m,e,n, ,valid
n,v,g, , , , , ,invalid
s,o,i,l,e,d, , ,valid
a,r,j, , , , , ,invalid
g,g,a, , , , , ,invalid
j,o,w,n,x,e,w, ,invalid
w,a,r,d,e,r, , ,valid
f,d,b,j,j,j,q, ,invalid
t,s,b,f,n,f, , ,invalid
t,o,b,a,c,c,o,s,valid
b,b,j, , , , , ,invalid
i,x,t,d,b,f,q, ,invalid
l,c,k,m, , , , ,invalid
l,u,c,k,i,l,y, ,valid
y,u,d,e,p,i, , ,invalid
h,u,s,k, , , , ,valid
v,q,c,m,s,u, , ,invalid
s,h,e,r,b,e,r,t,valid
h,e,w,s, , , , ,valid
t,s,k,y, , , , ,invalid
e,i,e,i,o,s,s, ,invalid
n,e,a,t,l,y, , ,valid
u,w,b,h,l,c, , ,invalid
k,v,f,j, , , , ,invalid
s,o,b,o, , , , ,valid
s,e,v,e,r, , , ,valid
w,k,g,q,t, , , ,invalid
y,i,o,a,f,a,s, ,invalid
y,b,s,n,e,k,i, ,invalid
o,g,w,w,a, , , ,invalid
a,b,u,t,t,e,d, ,valid
q,u,a,s,h,e,s, ,valid
i,q,e,n,v,i,v, ,invalid
x,t,l, , , , , ,invalid
a,c,c,r,e,d,i,t,valid
t,b,h,c,m,v, , ,invalid
w,x,v,a,x, , , ,invalid
m,f,t,b,p, , , ,invalid
r,f,t,d,y, , , ,invalid
o,j,a,s, , , , ,invalid
r,u,c,s, , , , ,invalid
x,a,d,b,v, , , ,invalid
h,a,n,d,f,u,l, ,valid
n,o,s,u,m,a, , ,invalid
l,y,q,x,g,c, , ,invalid
t,i,t,t,l,e,s, ,valid
h,o,n,o,r,i,n,g,valid
g,i,i, , , , , ,invalid
i,n,t,a,k,e, , ,valid
n,v,k,q, , , , ,invalid
h,u,f,t,i,a,x, ,invalid
x,i,k,j, , , , ,invalid
i,q,o,g,f,s, , ,invalid
a,d,f,k,m, , , ,invalid
f,o,r,e,m,a,n, ,valid
c,t,b,h,o,m,u, ,invalid
h,d,c,o,b,n,d, ,invalid
c,a,r,o,l,e,r, ,valid
t,e,n,s, , , , ,valid
d,i,t,h,e,r,s, ,valid
s,m,o,o,t,h,l,y,valid
m,u,l,l, , , , ,valid
m,a,n, , , , , ,valid
k,m,h,v,x, , , ,invalid
s,e,r,g,e, , , ,valid
r,e,v,e,r,i,e,s,valid
s,u,g,o,i, , , ,valid
d,i,o,r,a,m,a, ,valid
r,e,m,a,r,k, , ,valid
d,a,r,k,r,o,o,m,valid
w,a,k,i,n,g, , ,valid
a,b,s,e,n,t, , ,valid
u,x,w,d,k,t, , ,invalid
k,o,r, , , , , ,invalid
l,m,d,p, , , , ,invalid
b,h,x,n,v, , , ,invalid
h,i,c,k, , , , ,valid
b,k,k, , , , , ,invalid
y,f,s,d,t, , , ,invalid
c,o,w,h,a,n,d,s,valid
a,w,v,o,c,w, , ,invalid
u,b,s,m,p,t, , ,invalid
k,b,s,g,i,f, , ,invalid
y,e,q,r,f,x,f, ,invalid
g,l,u,e,s, , , ,valid
p,v,g,x,p,o, , ,invalid
a,f,f,p, , , , ,invalid
p,x,c,b,q,y, , ,invalid
n,j,g,y, , , , ,invalid
l,i,l,y, , , , ,valid
l,o,e,j, , , , ,invalid
l,v,s, , , , , ,invalid
p,o,w,d,e,r,y, ,valid
y,k,f,h,s,y,l, ,invalid
o,g,r,n, , , , ,invalid
l,i,s,p,s, , , ,valid
o,g,g,p,s, , , ,invalid
a,c,u,k,r,a,q, ,invalid
d,w,h,m, , , , ,invalid
u,y,f,g, , , , ,invalid
t,g,g,v, , , , ,invalid
h,s,n,q,i,y,d, ,invalid
x,m,n,s,w, , , ,invalid
i,q,o,o,u,u,r, ,invalid
u,e,b,b,s,k, , ,invalid
s,c,d,b,j,o, , ,invalid
v,e,c,h, , , , ,invalid
v,a,c,a,t,e,s, ,valid
n,e,r, , , , , ,invalid
m,q,a,i,e,a,u, ,invalid
p,a,y,s,e,r, , ,invalid
f,c,k,w,n, , , ,invalid
r,o,u,t,e, , , ,valid
g,n,a,r,l,y, , ,valid
a,c,n,k, , , , ,invalid
y,m,h,c, , , , ,invalid
c,n,h, , , , , ,invalid
b,r,m,f,o,i, , ,invalid
p,d,r,c,e,i,v, ,invalid
w,a,p,g,o,b,q, ,invalid
j,w,b,j,s,s, , ,invalid
d,c,d,w, , , , ,invalid
v,e,s,t,r,y, , ,valid
d,r,q, , , , , ,invalid
s,l,x,h,r, , , ,invalid
e,p,o,r, , , , ,invalid
f,i,r,m,l,y, , ,valid
d,h,l, , , , , ,invalid
i,n,f,i,d,e,l,s,valid
p,a,r,t,a,k,e,r,valid
c,d,s,d, , , , ,invalid
j,u,q, , , , , ,invalid
s,o,y,d, , , , ,invalid
w,o,r,k,b,o,o,k,valid
h,e,a,p,e,d, , ,valid
b,y,o,u, , , , ,valid
x,k,c,o, , , , ,invalid
c,c,q, , , , , ,invalid
h,a,p,p,y, , , ,valid
m,w,w,r, , , , ,invalid
l,f,r, , , , , ,invalid
c,u,t,u,p, , , ,valid
b,s,n,e,o,k,m, ,invalid
m,i,l,d,l,y, , ,valid
n,y,d,x, , , , ,invalid
h,n,n,u,l,k,o, ,invalid
s,q,u,i,r,e, , ,valid
d,i,c,t,i,o,n, ,valid
d,d,s,k,p,p, , ,invalid
r,o,l,l, , , , ,valid
m,f,m,p,g,c,p, ,invalid
s,t,r,e,s,s,e,d,valid
s,s,r,a,a,g, , ,invalid
c,h,a,r,y, , , ,valid
u,o,y,k,k,w, , ,invalid
f,e,a,t,u,r,e, ,valid
j,n,f,d,f,n, , ,invalid
v,j,c, , , , , ,invalid
v,h,t,l, , , , ,invalid
b,u,o,s,f,a,l, ,invalid
j,j,y,n, , , , ,invalid
m,w,h,r,w, , , ,invalid
r,f,m,u,d,b, , ,invalid
h,o,o,g,u,l, , ,invalid
m,e,t,h,a,n,e, ,valid
h,l,q,g, , , , ,invalid
t,m,j,e,r, , , ,invalid
s,u,c,k,s, , , ,valid
y,d,e,a,l, , , ,invalid
e,w,d,v,s,v, , ,invalid
c,o,m,m,i,t,s, ,valid
m,g,q,i, , , , ,invalid
d,o,c,k, , , , ,valid
a,d,j,u,s,t, , ,valid
g,a,b,l,e,s, , ,valid
i,u,b,p, , , , ,invalid
l,o,o,n,s, , , ,valid
i,w,s,j,b,h, , ,invalid
a,m,v,g,i,f, , ,invalid
h,p,t,h,k, , , ,invalid
t,o,j,f,b, , , ,invalid
s,a,e, , , , , ,valid
i,n,t,o,n,e, , ,valid
k,o,f,v,m,q, , ,invalid
m,q,k,m, , , , ,invalid
p,k,s,h,y,o, , ,invalid
b,h,v,h,n, , , ,invalid
s,o,c,i,a,l,s, ,valid
u,n,s,e,t,t,l,e,valid
f,e,g, , , , , ,invalid
s,c,h,l,o,c,k, ,valid
l,o,u,d,e,s,t, ,valid
m,y,s,e,l,f, , ,valid
d,u,d,i,n,g, , ,valid
p,b,n, , , , , ,invalid
e,j,i,x,u, , , ,invalid
f,l,u,f,f,y, , ,valid
g,a,u,d,i,l,y, ,valid
a,u,g,m,e,n,t, ,valid
g,r,a,n,u,l,e,s,valid
x,y,j,l,b,n,r, ,invalid
a,h,r,o,u,g,x, ,invalid
s,c,y, , , , , ,invalid
j,s,b,u,w,r,c, ,invalid
l,o,y,a,l,l,y, ,valid
f,i,s,h,i,n,g, ,valid
o,r,a,t,o,r,s, ,valid
x,w,s, , , , , ,invalid
p,u,p,p,i,e,s, ,valid
b,p,p,k,x,t,s, ,invalid
b,h,b,w,j,h, , ,invalid
r,o,u,l,e,t,t,e,valid
w,e,u, , , , , ,invalid
s,f,r,m,t,b, , ,invalid
s,a,b,o,t,a,g,e,valid
h,o,m,a,g,e, , ,valid
c,m,n,o,i,q, , ,invalid
x,o,c,c, , , , ,invalid
h,d,b,f,b,g, , ,invalid
p,a,t,i,n,a,s, ,valid
u,l,n,o, , , , ,invalid
q,u,i,e,t,e,s,t,valid
y,f,e, , , , , ,invalid
f,r,e,i,g,h,t,s,valid
e,k,e,c, , , , ,invalid
f,e,u,d,s, , , ,valid
g,e,a,r,i,n,g, ,valid
d,a,u,p,h,i,n, ,valid
n,b,q,i,l,g,f, ,invalid
b,k,x,b,n, , , ,invalid
y,a,c,f,b,w, , ,invalid
u,n,i,i, , , , ,invalid
f,s,m,f,k,u, , ,invalid
h,b,m,u,d,f,d, ,invalid
h,o,a,x,e,r, , ,valid
o,a,k, , , , , ,invalid
r,e,t,r,i,a,l,s,valid
a,t,t,e,s,t,s, ,valid
i,n,m,d,a,x,k, ,invalid
y,m,d,s,j,i, , ,invalid
o,g,h,j, , , , ,invalid
w,k,e,u,j, , , ,invalid
t,h,e,e,s, , , ,valid
g,i,s,h,r, , , ,invalid
g,f,e, , , , , ,invalid
u,n,b,u,t,t,o,n,valid
h,y,x,b,w,j,v, ,invalid
w,r,o,n,g, , , ,valid
h,o,b,b,i,t, , ,valid
a,v,o,c,a,d,o,s,valid
n,o,r,s,n,j, , ,invalid
s,c,h,u,s,s,e,s,valid
l,b,o,f,h, , , ,invalid
e,b,w,s,j,d, , ,invalid
c,u,s,v,m,f, , ,invalid
q,w,q,l, , , , ,invalid
e,e,h,d,y,k,h, ,invalid
m,k,i,m,a,u,a, ,invalid
d,c,a,w,k,a, , ,invalid
t,w,r, , , , , ,invalid
x,i,t,j, , , , ,invalid
e,r,q,a, , , , ,invalid
o,m,p,f,q,b, , ,invalid
s,t,e,w,a,r,d, ,valid
j,p,d,n, , , , ,invalid
i,f,i,d,w,n,s, ,invalid
b,p,y, , , , , ,invalid
c,k,g,m,o, , , ,invalid
e,r,h,s, , , , ,invalid
i,m,g,t, , , , ,invalid
u,l,c,e,r, , , ,valid
m,j,r,q,l,q,x, ,invalid
x,d,d,o,e,c,m, ,invalid
m,i,s,d,o,e,s, ,valid
d,r,u,n, , , , ,invalid
x,s,g,l,q,g,v, ,invalid
q,h,t,o,y,l, , ,invalid
p,r,e,t,e,x,t, ,valid
g,s,o,a,t,t, , ,invalid
l,u,n,g, , , , ,valid
e,f,t,y, , , , ,invalid
i,v,n,o, , , , ,invalid
m,w,g,h,t, , , ,invalid
w,m,r, , , , , ,invalid
h,v,c, , , , , ,invalid
l,s,r,w,l,o, , ,invalid
f,a,r,j,u, , , ,invalid
f,l,u,i,d,s, , ,valid
d,a,s,h,i,n,g, ,valid
r,h,k,l,q,q, , ,invalid
h,a,v,h, , , , ,invalid
e,i,u,c,b,k, , ,invalid
g,j,f,v,g,y,s, ,invalid
d,y,t, , , , , ,invalid
w,e,x,h,i, , , ,invalid
e,n,t,h,r,a,l,l,valid
a,n,o,n,s, , , ,valid
g,r,i,n,s, , , ,valid
m,e,t,a,p,h,o,r,valid
h,n,a,y,a,n, , ,invalid
f,e,t,i,c,h, , ,valid
g,a,r,l,a,n,d, ,valid
p,n,d, , , , , ,invalid
b,u,c,k,l,e, , ,valid
c,a,c,h,i,n,g, ,valid
b,r,e,a,k,s, , ,valid
s,t,y,l,i,z,e, ,valid
l,k,i,r,j, , , ,invalid
h,p,d, , , , , ,invalid
e,x,x, , , , , ,invalid
a,m,o,n,g, , , ,valid
f,y,h, , , , , ,invalid
n,w,u,u,o,w, , ,invalid
u,v,j,u, , , , ,invalid
d,i,a,l, , , , ,valid
g,s,b,h,k, , , ,invalid
c,r,k,e,b,g, , ,invalid
w,h,f,g, , , , ,invalid
x,n,t,v,h,u, , ,invalid
u,o,b,q,g,d,m, ,invalid
w,w,r,j, , , , ,invalid
c,t,u, , , , , ,invalid
w,o,f,u, , , , ,invalid
v,i,s,i,t, , , ,valid
r,t,p,e,c,a, , ,invalid
a,i,m,p,e,r, , ,invalid
d,v,d, , , , , ,invalid
a,r,t,i,e,s,t, ,valid
m,y,k,u,d, , , ,invalid
a,w,q, , , , , ,invalid
g,e,n,d,a,r,m,e,valid
n,g,n,n,o,s,f, ,invalid
v,v,n, , , , , ,invalid
x,t,g,d,x, , , ,invalid
c,r,u,m,b,l,e,d,valid
i,k,u,q, , , , ,invalid
t,h,f,f, , , , ,invalid
k,u,i,t,m,l, , ,invalid
j,l,o, , , , , ,invalid
p,u,p,p,e,t, , ,valid
o,p,j,c,x,d, , ,invalid
l,e,s,s, , , , ,valid
u,m,h, , , , , ,invalid
o,d,d,s, , , , ,valid
t,o,t,e,s, , , ,valid
n,o,m,a,d, , , ,valid
d,i,s,t,r,a,c,t,valid
s,t,o,c,k,i,e,r,valid
u,n,f,u,n,n,y, ,valid
c,u,r,t,a,i,n,s,valid
e,f,l,y, , , , ,invalid
r,g,b,p, , , , ,invalid
r,i,g,i,d, , , ,valid
q,y,s,o,q,t, , ,invalid
c,a,r,r,e,l,s, ,valid
y,b,c,f,p, , , ,invalid
j,y,q,d,y,c,s, ,invalid
u,v,k,a, , , , ,invalid
c,a,u, , , , , ,invalid
q,y,b,h,m,y,m, ,invalid
i,o,o, , , , , ,invalid
s,p,e,w,e,d, , ,valid
c,t,c,d,s,j,a, ,invalid
c,o,r,r,u,p,t, ,valid
m,o,b,i,l,e, , ,valid
b,k,a,o,x, , , ,invalid
y,p,h,d,v,u, , ,invalid
l,a,n,d,u, , , ,invalid
s,h,k,l,g, , , ,invalid
u,n,s,t,u,c,k, ,valid
h,a,w, , , , , ,invalid
e,a,t,e,r,y, , ,valid
f,r,a,g,m,e,n,t,valid
o,c,p, , , , , ,invalid
q,r,l,j,j,k, , ,invalid
u,r,y,o,i,s,e, ,invalid
s,t,i,r,r,u,p,s,valid
s,q,x,y, , , , ,invalid
b,o,b,b,l,e,d, ,valid
s,t,r,i,p,e,s, ,valid
s,e,m, , , , , ,invalid
j,u,n,k,s, , , ,valid
r,a,n,c,h,e,d, ,valid
u,v,r,n,n,j, , ,invalid
y,i,g,w,d, , , ,invalid
l,s,m,t,q,f, , ,invalid
a,o,l,c,a,t,h, ,invalid
j,p,n,i, , , , ,invalid
a,n,y,m,o,r,e, ,valid
s,w,a,y,s, , , ,valid
p,a,t,t,e,r,n,s,valid
w,q,l, , , , , ,invalid
x,u,j, , , , , ,invalid
f,a,w,g, , , , ,invalid
s,s,s,e,c, , , ,invalid
t,m,b,d, , , , ,invalid
s,e,r,e,r, , , ,valid
d,i,s,k, , , , ,valid
o,m,a,n,g, , , ,invalid
l,e,e, , , , , ,valid
z,e,a,l, , , , ,valid
e,y,x,u,n,d, , ,invalid
c,a,b, , , , , ,invalid
f,q,f,d, , , , ,invalid
m,t,w, , , , , ,invalid
q,q,y,t,l,h,n, ,invalid
k,n,v,o, , , , ,invalid
v,j,g, , , , , ,invalid
r,a,v,i,s,h,e,s,valid
x,b,i,v,n, , , ,invalid
s,e,l,f,s,a,m,e,valid
k,p,h,r,d,r, , ,invalid
a,j,h,y,s, , , ,invalid
m,o,u,x, , , , ,invalid
v,e,x,x, , , , ,invalid
f,j,g,i, , , , ,invalid
i,j,t,v,b,m, , ,invalid
w,a,k,e,s, , , ,valid
i,n,c,u,b,u,s, ,valid
b,x,t,i,l,o, , ,invalid
m,r,h,k,s,y,s, ,invalid
p,a,g,b,h,b, , ,invalid
o,d,m,u,m,o, , ,invalid
m,q,b,a,u,c, , ,invalid
d,u,y,y,t,n,w, ,invalid
d,r,y,r,y,x, , ,invalid
j,i,v,i,n,g, , ,valid
i,w,k,u,e,v,e, ,invalid
k,b,i,y,s,o, , ,invalid
c,h,a,i,n,e,d, ,valid
j,y,y,r,v,y,u, ,invalid
k,m,k, , , , , ,invalid
m,r,e,c,b,g, , ,invalid
h,q,v, , , , , ,invalid
d,j,k, , , , , ,invalid
n,n,t, , , , , ,invalid
a,g,r,e,e, , , ,valid
l,u,t,u,t,d,o, ,invalid
i,q,h, , , , , ,invalid
n,e,u,t,e,r, , ,valid
c,r,k,s,t,p, , ,invalid
m,a,r,v,e,l,e,d,valid
q,v,d,b, , , , ,invalid
h,a,n,k,e,r,s, ,valid
t,o,b, , , , , ,invalid
k,i,o,s,k, , , ,valid
q,q,e,k,i,a, , ,invalid
o,j,e,a,k, , , ,invalid
f,c,l,m,d, , , ,invalid
e,s,t,o, , , , ,invalid
w,t,w,k,t,g, , ,invalid
b,i,s,t,r,o, , ,valid
j,n,y,l,p, , , ,invalid
r,h,c,f,c,p,o, ,invalid
e,r,b,u,p, , , ,invalid
p,l,n,w,l,w, , ,invalid
g,e,t,u,p, , , ,valid
y,f,q,i,c,p, , ,invalid
v,t,e,s,m,h, , ,invalid
m,o,y,t,i,x,g, ,invalid
m,r,o, , , , , ,invalid
k,s,l,h,w, , , ,invalid
w,x,j,y,c,j, , ,invalid
w,s,i, , , , , ,invalid
p,o,o,l,e,d, , ,valid
u,n,f,i,t,s, , ,valid
m,v,m, , , , , ,invalid
m,a,l,a,d,y, , ,valid
b,x,l,y,i,h, , ,invalid
y,p,b,y,u, , , ,invalid
o,t,v,g,x,m,k, ,invalid
u,j,n, , , , , ,invalid
y,t,n,u, , , , ,invalid
l,e,x,f,v,w, , ,invalid
s,a,f, , , , , ,invalid
m,r,c,m,v,v,h, ,invalid
b,a,t,h,o,s, , ,valid
x,k,j,o, , , , ,invalid
d,e,p,u,t,e,d, ,valid
m,a,i,l,i,n,g, ,valid
g,v,l, , , , , ,invalid
e,n,d,u,r,e,d, ,valid
c,a,t,a,l,y,s,t,valid
t,i,i, , , , , ,invalid
q,w,e,o,q,s,b, ,invalid
s,h,i,n,d,i,g,s,valid
f,a,r, , , , , ,invalid
o,b,d,u,r,a,t,e,valid
g,a,w,s,m, , , ,invalid
s,p,o,o,k, , , ,valid
p,i,l,l,i,n,g, ,valid
m,o,r,r,o,w,s, ,valid
k,f,f,v, , , , ,invalid
a,b,j,e,c,t,l,y,valid
y,f,p,i, , , , ,invalid
j,i,n,x,e,d, , ,valid
q,d,m,o,f,a,l, ,invalid
y,k,i,p,o, , , ,invalid
t,w,t,i,d, , , ,invalid
b,h,v,w,p,o, , ,invalid
c,y,c,l,o,n,e,s,valid
i,k,i,l,e,n,k, ,invalid
p,a,y,m,e,n,t, ,valid
k,i,l,n,i,n,g, ,valid
y,o,k,e,d, , , ,valid
u,r,g,k,j, , , ,invalid
d,o,b,l, , , , ,invalid
w,w,f,o, , , , ,invalid
a,r,i,s,e, , , ,valid
e,e,v,i,f,a,x, ,invalid
v,b,u,t,s, , , ,invalid
f,x,m,u,q, , , ,invalid
c,m,k,a,r,c,c, ,invalid
c,o,c, , , , , ,invalid
c,c,p,f,f, , , ,invalid
b,f,e,e, , , , ,invalid
a,i,l,r,p,f, , ,invalid
v,o,t,a,r,i,e,s,valid
v,s,k,g,s,c,h, ,invalid
t,h,g,x, , , , ,invalid
o,d,r,j, , , , ,invalid
j,m,h, , , , , ,invalid
v,o,o,j, , , , ,invalid
r,d,e, , , , , ,invalid
g,m,x,r,b,m, , ,invalid
a,p,u,i,k, , , ,invalid
c,n,c,g,j,x,g, ,invalid
y,p,e,s,r, , , ,invalid
p,i,r,m, , , , ,invalid
d,f,h,x,m,i,x, ,invalid
o,n,v, , , , , ,invalid
i,n,d,e,x,i,n,g,valid
v,b,h,g,s, , , ,invalid
r,v,g, , , , , ,invalid
f,t,a,s, , , , ,invalid
f,i,s,s,u,r,e,s,valid
g,o,u,g,e,r,s, ,valid
c,a,t,a,a, , , ,invalid
w,a,x,w,o,r,k,s,valid
f,q,b,j,v,d, , ,invalid
d,b,p, , , , , ,invalid
r,e,b,u,t,s, , ,valid
a,i,d, , , , , ,valid
s,y,n,q,c, , , ,invalid
d,u,c,h,i,e,s, ,valid
p,w,q,l,d,q,c, ,invalid
s,e,c,l,u,d,e,s,valid
n,o,m,m,b,h,e, ,invalid
i,s,t,y, , , , ,invalid
f,y,m,q,e,d,r, ,invalid
g,r,g, , , , , ,invalid
u,j,i,y, , , , ,invalid
l,o,o,s,e,r, , ,valid
b,e,s,t,o,w,s, ,valid
u,n,q,u,o,t,e,s,valid
g,b,k,e,a,r,d, ,invalid
d,k,w,d, , , , ,invalid
e,g,k,x, , , , ,invalid
t,e,v,l,o, , , ,invalid
v,c,m,e,m, , , ,invalid
a,r,e,d,f,c, , ,invalid
v,b,u,v,j, , , ,invalid
t,e,g,w,l,s, , ,invalid
w,a,t,c,h,e,d, ,valid
o,j,g,h,k,v, , ,invalid
n,e,w,s,b,o,y, ,valid
s,n,e,e,r,e,d, ,valid
y,h,r,w,k, , , ,invalid
s,t,u,f,f,i,n,g,valid
n,l,l,m,w,a,e, ,invalid
g,r,e,e,d, , , ,valid
x,b,o, , , , , ,invalid
u,e,f,p,u,y, , ,invalid
s,o,b,e,r,e,s,t,valid
e,n,s,l,a,v,e,s,valid
h,a,i,r,i,e,s,t,valid
v,o,g,h,f,a, , ,invalid
l,f,c,n, , , , ,invalid
p,e,s,t, , , , ,valid
q,f,y, , , , , ,invalid
v,e,r,b,e,n,a,s,valid
u,g,l,i,e,r, , ,valid
t,k,n,u,w,c, , ,invalid
c,o,n,t,u,s,e,d,valid
b,r,a,c,k,e,t, ,valid
n,e,o,p,r,e,n,e,valid
p,k,q,d,r,a, , ,invalid
u,o,w,d,t,j, , ,invalid
x,c,e,k,c,b, , ,invalid
h,w,x,m, , , , ,invalid
r,e,d,d,i,s,h, ,valid
t,i,v,f, , , , ,invalid
t,q,f,w,j,l, , ,invalid
f,l,u,k,i,e,r, ,valid
y,g,q, , , , , ,invalid
w,t,j,m,y,u, , ,invalid
t,e,e,m, , , , ,valid
g,v,d,h,f,u, , ,invalid
e,l,q,c,t,t, , ,invalid
o,u,t,w,e,i,g,h,valid
q,w,o,x,j, , , ,invalid
w,i,n,s,s,o,x, ,invalid
x,t,g,n, , , , ,invalid
s,m,s,m,r, , , ,invalid
c,t,k,b,v,s, , ,invalid
b,l,e,n,d,e,r,s,valid
f,u,i,j,x, , , ,invalid
y,b,t,r, , , , ,invalid
n,t,a,s,d, , , ,invalid
j,q,d, , , , , ,invalid
p,r,o,d,u,c,e, ,valid
j,y,y,f,n,c,q, ,invalid
e,q,h,h,n, , , ,invalid
s,i,b,e,x,u,k, ,invalid
o,d,q,p,v, , , ,invalid
l,m,e,c,y,u, , ,invalid
o,v,y,r,j,r,y, ,invalid
d,j,w,b,k, , , ,invalid
c,r,u,x,e,s, , ,valid
y,q,y,b, , , , ,invalid
p,o,l,y,p,s, , ,valid
y,i,i,v, , , , ,invalid
b,j,o, , , , , ,invalid
t,w,p,h, , , , ,invalid
p,g,v,y, , , , ,invalid
q,u,s,i,m, , , ,invalid
e,m,o,j,i, , , ,valid
o,t,f, , , , , ,invalid
n,c,i,g,t,j,n, ,invalid
j,o,n,n,m,a, , ,invalid
f,l,i,e,r,s, , ,valid
t,x,r, , , , , ,invalid
i,m,m,a,t,u,r,e,valid
a,k,x, , , , , ,invalid
j,i,j,j,f,n,n, ,invalid
m,a,k,e,u,p,s, ,valid
k,b,o,c,p, , , ,invalid
l,b,a,p, , , , ,invalid
t,n,m,d,t,u, , ,invalid
s,s,i,s, , , , ,invalid
s,l,i,p,s, , , ,valid
y,c,t,d,r,j, , ,invalid
m,g,i,a,e,x, , ,invalid
s,y,r,x,j,j,b, ,invalid
v,h,v,x,x, , , ,invalid
q,b,n,c,g,c, , ,invalid
b,e,i,n,g,s, , ,valid
o,f,i,l,r,w,o, ,invalid
r,p,g, , , , , ,invalid
m,f,p,i, , , , ,invalid
p,s,l,p,n, , , ,invalid
f,q,f, , , , , ,invalid
g,u,e,s,s,e,r,s,valid
r,o,n,t, , , , ,invalid
p,v,o,l,d,c, , ,invalid
v,w,v,a,r,o,o, ,invalid
h,h,r,q,l,o,h, ,invalid
n,q,n,t,j,h,e, ,invalid
p,i,c,k,l,e, , ,valid
s,w,e,e,t,i,e,s,valid
j,d,e,k,p,v,y, ,invalid
h,h,q,p,w, , , ,invalid
r,r,m,j,l, , , ,invalid
d,i,r,e,c,t,e,d,valid
k,s,d, , , , , ,invalid
p,q,b, , , , , ,invalid
k,n,a,k,d,h, , ,invalid
e,n,n,o,b,l,e,s,valid
v,n,a,m, , , , ,invalid
s,n,l,k,j, , , ,invalid
n,e,e,d,i,e,r, ,valid
l,e,w,l,v,f,c, ,invalid
j,a,c,k,d,a,w, ,valid
u,v,v, , , , , ,invalid
s,g,g,u,l,k,o, ,invalid
s,q,t,y,h,e,h, ,invalid
o,s,g,p, , , , ,invalid
y,p,y, , , , , ,invalid
l,e,c, , , , , ,invalid
g,i,g,b,b,s, , ,invalid
e,a,v,t,h, , , ,invalid
i,o,u,i, , , , ,invalid
l,a,c,e, , , , ,valid
l,e,c,h,e,r,s, ,valid
n,a,i,j, , , , ,invalid
q,x,x,c,r,h,s, ,invalid
g,r,q,v,t, , , ,invalid
g,o,r,b,w,b,f, ,invalid
m,o,r,g,u,e,s, ,valid
t,a,t,t,e,r, , ,valid
l,o,f,f,r,x, , ,invalid
d,d,u,h,l,t,d, ,invalid
l,k,i, , , , , ,invalid
e,h,q, , , , , ,invalid
c,d,i, , , , , ,invalid
l,o,r,n, , , , ,valid
c,f,y,u,b,n, , ,invalid
e,l,f,g, , , , ,invalid
s,s,r, , , , , ,invalid
y,q,s,v, , , , ,invalid
f,g,h,g,y, , , ,invalid
s,p,o,n,g,i,e,r,valid
t,e,n,d,e,r,l,y,valid
i,q,b,f,u,w, , ,invalid
p,a,l,m,e,t,t,o,valid
n,p,x,k, , , , ,invalid
t,n,i,r,p,y,j, ,invalid
m,k,e,m,x,f, , ,invalid
s,m,f,x,s, , , ,invalid
g,s,j,f,g, , , ,invalid
n,q,l,b,w,d, , ,invalid
b,i,d,e, , , , ,valid
y,i,f,g,l,g, , ,invalid
a,h,g,l,v,f, , ,invalid
y,b,b,u, , , , ,invalid
s,w,i,s,h,i,n,g,valid
